id,hour,day,month,price,temperature,distance,surge_multiplier,humidity
820c99ab-86a0-42ec-ae27-0331ab6a2c47,12,29,11,11.5,38.35,2.84,1,0.64
25e8af1a-176c-47fc-8df6-fd1bc65f7f8f,4,1,12,9.5,34.81,2.46,1,0.77
893a8e50-abfe-4e85-8427-97d2182d3401,15,28,11,13.5,41.24,1.01,1,0.6
d1a3f212-7854-44a4-b7a5-d74d9c1e678e,16,2,12,17,46.52,1.64,1,0.94
95fb6e4b-8c84-4552-b504-c52362d39117,7,18,12,16.5,31.71,1.17,1,0.61
7fb0813d-643d-4b3e-a29c-72027d2e9a60,4,29,11,13.5,38.18,1.74,1,0.7
90238407-2cfe-42e1-b5a7-76c4b04633d1,10,26,11,16.5,41.4,2.11,1,0.92
2aff2c57-af4e-4028-a145-b0daae109dad,10,26,11,31.5,41.4,2.84,1,0.92
144fef5f-2cca-4d00-ba29-5d0095ec3167,13,1,12,13.5,35.95,5.42,1,0.72
977681db-07ad-4d4d-9b84-9264a0cefc2b,11,30,11,25,29.09,2.33,1,0.86
53cb34ca-2308-4041-837b-30f7471d9851,18,15,12,13.5,53.51,5.56,1,0.67
b26ba4a8-80b9-4fe1-a3fc-8b04299bb700,11,28,11,7,35.54,2.14,1,0.73
1f65efb3-8676-4adc-abea-4f9a52ccf604,0,15,12,13,41.6,4.74,1,0.81
5c9cbdf5-725d-49ba-a006-bf6f58c17302,1,29,11,13.5,38.42,1.56,1,0.72
91cc67bc-f4c9-4e3e-a600-f810c061d6a9,3,15,12,11,42.85,1.01,1,0.92
d4c0a629-9285-4b35-b888-559078bc967a,10,13,12,22.5,20.38,3.49,1,0.66
db14efe5-2b41-4385-a1b9-aa968aa6eccb,20,14,12,11,45.35,3.47,1,0.57
1455edfe-e5a9-42dc-8ea5-80e4a4745618,10,18,12,11.5,25.21,2.62,1,0.52
262a9063-b59f-4076-9e14-20c36c157b2d,6,27,11,5,43.03,1.29,1,0.93
b7f502a6-c534-4b69-a9c0-bc2ca3408e3b,22,16,12,26,42.38,1.16,1,0.77
ae802a14-3db2-4c7b-8eb9-fb2a394728b9,18,17,12,10.5,38.75,4.55,1,0.84
739ee70f-3603-413a-ab9f-5769cf351d1d,3,27,11,16,43.73,0.94,1,0.89
a6152160-5cfa-4216-b27b-982c16e5a812,14,28,11,14.5,39.02,1.41,1,0.65
18178f25-e8f9-47f6-9629-4db761474fdb,7,18,12,9.5,31.71,3.39,1,0.61
865bb646-aad0-40eb-b45b-c19b931871f3,1,29,11,16,38.42,2.01,1,0.72
3edc24b2-41b7-40f8-9fa1-042def6290d6,11,29,11,30,37.4,2.3,1,0.67
44e8b30b-7688-404a-bea9-0ce5158284b1,10,28,11,9.5,34.4,2.8,1,0.78
46dd07f9-6ba1-48ee-9463-93d7c974c9eb,8,29,11,16,38.61,0.68,1,0.68
ff5aedf2-44f9-4789-be94-0dbd4f1db781,20,30,11,10.5,40.86,1.16,1,0.58
5876fc76-0ded-4e87-9424-884609606b97,18,18,12,13.5,30.8,2.43,1,0.41
6c464356-94bf-4a1b-8c12-120e9aba8a81,4,15,12,26.5,43.94,0.91,1,0.95
44dfd412-a90d-4346-9f6d-6e95f6ad87b4,6,30,11,5,31.74,0.43,1,0.81
61dcd700-55f5-4a4b-9d6a-9e0cd175c599,0,28,11,19.5,39.13,2.97,1,0.73
d9e3a8af-3028-405f-ac81-ea9fa18c40dc,23,3,12,16.5,47.25,2.41,1,0.57
42e0ce3a-9d5f-4a61-aada-fa59c7f5d9d8,13,27,11,19.5,44.94,2.58,1,0.94
ad0b2bcb-afb0-4d11-b7b8-d54aea4499e5,15,28,11,22.5,41.24,3.43,1,0.6
988dba30-a4bd-4b9c-8c5b-7fc2cff277a5,15,28,11,11.5,41.24,3.3,1,0.6
798c33af-5e12-40c5-b8a5-ddefb2c8d5d3,10,28,11,7,34.4,3.52,1,0.78
9ed2803b-3318-46f9-9306-b563a70c6c33,18,2,12,16.5,48.23,1.27,1,0.92
2031c4a8-0776-41ed-91b0-f17b3afa47cb,9,1,12,19.5,31.87,2.27,1,0.82
b60a5e8d-8fa0-47ed-b7e0-85c844bffb11,23,26,11,13.5,44.34,5.38,1,0.91
ad9e437a-502a-4dd4-a946-33b8c44a9e5e,3,29,11,9.5,37.44,2.79,1,0.7
24e15cf2-f71e-479b-9e22-d0db051f90b1,22,28,11,16.5,40.43,0.75,1,0.64
ccf0917e-553e-4d1f-9e45-cadc4afea3bd,1,29,11,8,38.42,1.64,1,0.72
ebe9e4e9-d2c8-4cbc-bf9f-129225c0b2f1,23,27,11,22.5,40.38,2.54,1,0.71
3a109f57-4f1d-4205-a158-b150721c2516,18,30,11,8,41.09,1.34,1,0.57
6f7e45b0-5d17-4079-9d59-c14d105d7384,4,29,11,9,38.18,2.27,1,0.7
d4d1c6e8-3813-4dfe-a5dd-cec5e8851c02,19,28,11,9,41.47,3.04,1,0.63
403ba8a7-55f3-4a1a-969b-f52ecb29761c,20,30,11,26,40.86,1.07,1,0.58
778b9a28-9a33-4e48-b345-7fd947c60fee,16,30,11,7,40.13,3.24,1,0.62
3c6e9072-9722-4ebf-b748-c9c5b2ea5d28,13,18,12,7,24.61,0.63,1,0.51
652f08ff-05dd-4139-acb4-9de42c742992,14,2,12,26,43.51,3.08,1,0.96
fd403978-7f63-458a-80aa-cfcc1c54609f,5,29,11,44,38.68,4.74,1,0.7
a88148a1-a33a-4bf7-812b-d5dd8f2c9617,5,26,11,34,41.99,3.3,1,0.91
e85f02dc-5c6b-4642-aef8-3ef788b29c85,7,1,12,7,34.37,1.74,1,0.78
5d83944b-7549-419a-9808-e7cf2edbeab5,19,16,12,32.5,43.06,2.98,1,0.71
f5d1cf55-d85e-4508-a788-a6a1b115f264,2,1,12,29.5,36.89,2.86,1,0.71
69e49301-2cd5-4c93-8d2c-f2292c4a1362,10,1,12,26,32.05,0.93,1,0.81
95a6fb73-2c58-4012-87fc-3f9cf1403fe0,1,18,12,38.5,37.45,1.49,1.25,0.69
e02e24b3-c4da-408d-8327-f4e59c68dd9d,12,18,12,7,24.61,2.72,1,0.5
f8437092-7ccd-4cf3-8c84-1d295e58cd26,20,14,12,22.5,45.35,3.26,1,0.57
25a716f8-b66b-4ed6-9ca2-333a0a3cf1f0,11,15,12,7,47.34,0.49,1,0.88
68454361-c4cd-4984-b1e1-9028d457e40c,15,27,11,27.5,40.49,1.49,1,0.89
09fb004a-32e1-4c29-8a3b-9a1983e82531,13,30,11,8.5,31.8,0.61,1,0.83
0cfac87f-3e92-43d2-9317-028760054eec,9,28,11,8.5,34.26,1.57,1,0.79
2d6cef14-657f-4fdf-9eef-e5176f1cca45,0,1,12,8.5,38.72,1.91,1,0.64
b51c670d-abe1-4afc-ae03-324adcd6c585,0,16,12,11,43.96,1.46,1,0.68
87169fd1-f444-452c-b4d4-fe8ee0caf6aa,1,17,12,22.5,40.61,2.42,1,0.91
c87efeb6-532e-4ef9-a99f-9539eeeb39ce,22,3,12,9,49.11,2.46,1,0.51
1022c317-bb4f-4a13-b0cb-877ab3d408f5,0,15,12,8.5,41.6,1.44,1,0.81
904a7c4c-0fc7-4bcb-9c1e-c1a6b92ba281,4,14,12,16,31.1,1.25,1,0.71
b763029e-eb64-4a7a-b1f9-8973dbec49b0,4,18,12,26,37.21,1.11,1,0.69
be17fb69-8b4d-4f1b-b25a-07b72eb0062f,14,2,12,27.5,43.51,3.05,1,0.96
d495bb1d-23f6-40d4-9505-f51a04f5d94a,17,13,12,25,31.24,2.06,1,0.54
de7ea93d-e5ea-46c8-ac18-e93e7b5cff12,1,30,11,8,37.95,1.81,1,0.65
bd7938fa-6fc5-4d72-b69d-e2bc32178d61,12,27,11,21.5,46.3,3.61,1,0.91
52c7ad49-52f6-49c9-81d4-e7b7746f76de,16,30,11,7.5,40.13,2.79,1,0.62
6cf51845-99b1-4554-bb67-206a480120d5,0,17,12,15,40.93,1.92,1,0.9
733f7a9b-79ad-4de5-8f4e-e72e6cc6ffdf,19,16,12,7,43.06,1.03,1,0.71
ed38a9e8-49de-4ced-acb7-9c7788f36fff,8,13,12,21.5,18.97,2.48,1,0.65
40360f7c-04e1-4083-8886-4390c9b63a4e,23,26,11,23,44.34,1.22,1,0.91
510870bf-5ca0-4c38-9076-7802b045b3d1,7,3,12,7.5,47.27,3.09,1,0.95
2a0410d3-66e9-45e6-9fcd-4caf3acfa108,7,30,11,9,30.42,1.74,1,0.85
770ab348-c4ed-4078-a887-bb6875110c0e,17,17,12,7,37.71,0.92,1,0.9
d33d7738-4417-4066-b816-4deead5d33f0,13,28,11,13.5,35.98,1.08,1,0.7
b9ed9639-7434-46b2-b460-2cceb9b7a0c4,21,1,12,19.5,40.2,2.87,1,0.65
5bfe4dd5-ef52-49bc-9352-70a87d7ed80f,16,13,12,38.5,30.46,5.45,1,0.56
a466bafd-eb73-434e-aa83-c8b8b6d07e9f,23,13,12,10.5,31.41,1.2,1,0.62
b3e9fa18-476c-4610-bb88-e1538511dc3a,14,28,11,13.5,39.02,2.36,1,0.65
50102021-fc1d-4abc-87f7-8fd5c9cac20d,10,1,12,11,32.05,2.32,1,0.81
b297fb05-d8d2-44b4-b515-c346979bcbe8,4,29,11,23,38.18,1.34,1,0.7
dce94072-a92b-41a0-b34d-ae6812961257,8,15,12,13.5,46.81,2.14,1,0.89
1bf460ee-d0e0-40e4-a934-861ca989f715,16,2,12,15.5,46.52,1.91,1,0.94
6e723b3f-4cdd-4bc6-bc6f-2340111f74d0,9,17,12,19.5,35.84,3.24,1,0.94
80d2d005-f491-49ec-a91d-c030d0d79251,3,14,12,16.5,31.57,2.69,1.25,0.69
d5f7237e-f311-4d1e-8cb2-d629224c228d,8,2,12,26.5,38.95,0.93,1,0.88
5f1d7304-7d78-45de-bc92-1cf805722b1f,0,15,12,9,41.6,1.47,1,0.81
339660fe-d274-4213-a831-a02c20028570,11,27,11,7.5,46.23,1.04,1,0.92
cf31b59e-54c8-4e0b-913a-9d7b65af5ef0,21,1,12,22.5,40.2,2.12,1,0.65
338cb475-780a-4f33-af69-ae68e73683fd,9,27,11,33,44.88,3.07,1,0.93
145d55f9-bdb5-4042-847a-6da05bc12f8d,22,3,12,34,49.11,4.59,1,0.51
e3090463-4476-4b94-89bf-cfbc9996d84a,20,26,11,5,44.95,2.31,1,0.86
4c88bbaf-d589-4781-9ba2-b2dfd01735c3,18,26,11,7,45.46,2.43,1,0.86
06697a2a-566a-4a4b-a2d0-d405fed6d7fc,14,2,12,31.5,43.51,2.72,1,0.96
131c29af-1ba7-44ed-ada5-5cec7d63ae87,2,18,12,3,37.06,4.24,1,0.69
a7f88cbe-a228-4501-881f-1e260a9169b6,18,28,11,11.5,40.92,2.72,1,0.64
c5fb159f-bcd7-49ac-b6e6-7d65766e8cc8,14,28,11,8.5,39.02,1.36,1,0.65
12939417-a083-4036-a1dd-2b08ee9249c9,19,28,11,26,41.47,0.98,1,0.63
50780fb3-964f-4656-9818-10038ee97bbc,22,3,12,28,49.11,2.46,1,0.51
129102fd-00c5-4560-8072-44e2c737fff5,2,29,11,14.5,37.92,1.22,1,0.71
0c9ebae6-220a-44ae-a0ea-4aa0569dbd1f,15,18,12,7,27.41,1.24,1,0.46
6c6ed2dd-85aa-43fe-9b36-aefe75ddc961,9,14,12,34,27.77,4.59,1,0.8
8e911b43-ca9e-4c50-bf93-880e220dddb7,12,28,11,16.5,36.53,2.67,1,0.71
dbbd9114-19e6-4fcd-b3a8-30d27f521778,19,16,12,16.5,43.06,2.98,1,0.71
b5371378-959b-4b34-b7bf-afab25e53aad,6,18,12,9,33.71,2.41,1,0.65
2a798625-4a6f-4bda-918c-64574327d87f,21,30,11,10.5,40.33,0.46,1,0.6
eeb114c8-35de-495a-9483-c8445564e4ef,20,1,12,27,43.14,3.39,1,0.55
aed2716f-9f89-47c8-b4a6-16fe838f6216,5,13,12,13,20.07,2.66,1,0.56
355d68df-ca29-4c19-9acf-0952bb49269d,11,15,12,8,47.34,1.08,1,0.88
5bdb7478-419b-48fe-9059-748fbdd0a5d7,14,29,11,7,41.39,2.85,1,0.58
b0447d9e-138e-4478-902c-e68fa1fac704,14,28,11,16.5,39.02,2.66,1,0.65
ea3b1f05-d0f6-4aeb-812d-3728d2e9f6a4,11,29,11,9.5,37.4,2.19,1,0.67
df95b958-eb44-4432-a0bc-659684b83138,11,15,12,26,47.34,0.68,1,0.88
cb8d4c22-f877-44cf-a901-e3e7e8af49e1,4,3,12,22.5,47.71,2.42,1,0.94
be099ef5-2516-4f15-9454-739cf696b2f4,15,26,11,10.5,44.15,2.04,1,0.93
7a069464-3026-4ddb-827e-6893e08b71ce,20,26,11,19.5,44.95,3.05,1,0.86
a08b3d56-b1ac-4f6c-a580-ee44e38de95f,19,3,12,12.5,53.34,1.04,1,0.5
bec1e24c-348c-4070-a1e9-9742c55f62ba,2,17,12,26,40.39,1.43,1,0.91
51f00b87-3e4c-4341-8906-2a09c274846b,2,17,12,7,40.39,1.75,1,0.91
1fbdbf47-08a5-4809-ae40-21c31169a0f1,15,30,11,26.5,39.79,1.07,1,0.62
02e2bca2-b7d4-4c92-b198-03b744186791,11,16,12,7,40.13,0.56,1,0.74
9454aab3-4495-491a-b77c-f0c26544059c,8,17,12,38,37.83,2.95,1.5,0.91
ce874ed4-7222-4293-beeb-41e019f9c43f,2,1,12,19.5,36.89,2.82,1,0.71
e5f5acb3-68e1-42c3-a506-24782e95acdc,16,3,12,26,57.22,0.68,1,0.69
6db9574e-97b4-4a4e-8571-8dfdb5a15b7a,7,29,11,38.5,38.8,3.16,1,0.68
cae3a74e-57f1-477f-a29f-7936abe71455,18,18,12,22.5,30.8,2.39,1,0.41
a5bdcdf9-c716-4b28-99a2-85e0c5cc7f11,7,30,11,16.5,30.42,3.23,1,0.85
a74f26bd-616f-48a5-a3ac-e8cdf923989b,6,15,12,19.5,45.84,1.37,1,0.92
e35d4aee-7ffa-47fd-b8c6-5adc7be4aae7,7,15,12,16.5,46.66,1.44,1,0.91
81399d6c-0711-4ea5-9594-9e54e86ded29,12,18,12,11.5,24.61,3.39,1,0.5
f5b78a8e-4df5-494c-a15a-ee630f96df9f,23,28,11,12,39.35,1.25,1,0.69
912ebf0c-2834-4927-910a-3c7ad202efa4,1,14,12,32.5,30.64,2.43,1,0.65
76976ac2-dc5d-4edd-88d2-c52e9479b031,19,30,11,16.5,41.53,2.44,1,0.55
3fc69b6c-f405-4504-a4a8-1e6dcfe30f9d,13,16,12,3,42.11,0.43,1,0.7
c603c2e7-278f-4e37-bf59-93110c6dda4e,9,27,11,37.5,44.88,3.39,1,0.93
d4363ac6-5172-4bb7-993b-b1cd3aa48a53,22,13,12,9,31.98,3.11,1,0.61
2ae9439a-adc5-41a6-ade4-132c9aa3af21,5,17,12,21.5,39.27,2.86,1,0.9
43e78275-8f87-491a-bdf6-72a4ba7cc050,2,14,12,7,31.54,1.22,1,0.67
ea7fec76-027b-4e11-b636-df8967abe4f6,23,28,11,21.5,39.35,2.32,1,0.69
f9698b23-32d4-4079-a8c4-4345d5b49ea3,21,2,12,13,52.1,2.32,1,0.95
df8f27da-91f3-46ae-a994-443bc1ae195b,7,18,12,22.5,31.71,2.37,1,0.61
9441e8ea-6d52-4240-b3d2-c97ca57d4cb0,22,15,12,8,46.91,1,1,0.64
90f04080-e09e-4ad0-a961-27d3c7cbdf01,16,18,12,27,28.58,3.39,1,0.44
05f88025-84f2-49cc-92b2-5905ea19bd0d,0,27,11,18,44.52,3.39,1,0.91
5d2e87de-b009-4d41-8f48-dad9c1985348,7,2,12,17,38.41,2.51,1,0.85
36c33d61-b996-4dc9-ace5-04387386c6d7,0,4,12,10.5,46.36,1.44,1,0.57
0487d177-b4eb-40a4-965b-28d51123de74,0,14,12,10.5,31.25,2.96,1,0.64
2350f1da-05fc-4b30-a69b-91f24da5b284,6,2,12,13.5,37.96,1.5,1,0.84
bdf8346a-fd7c-4123-ab03-6dba738deb5c,8,13,12,28.5,18.97,2.46,1,0.65
9fce4bd6-b610-466d-8aac-9b55668d4f24,6,13,12,10,19.28,4.57,1,0.57
d77e9117-3f39-4d44-9b71-28065d156b1b,13,28,11,10,35.98,2.98,1,0.7
36248818-8836-4b76-ae07-2aff8235a63b,22,26,11,10.5,44.93,1.08,1,0.88
197e5351-1526-4427-81c3-d2e5a6ecdc71,9,17,12,13.5,35.84,1.92,1,0.94
6b607a46-ac2d-4a1b-a39a-1377191262ba,2,29,11,7,37.92,2.36,1,0.71
6cdea817-8b17-4ba0-b5b8-53517cf02161,3,17,12,7,40.45,2.42,1,0.91
ce9aece2-ce42-4d1b-b1fc-4a50ff7e1de5,19,26,11,5,45.07,0.56,1,0.85
4d3aa058-b0e4-4e03-8795-a99dc21c9a1c,16,17,12,26,37.62,1.5,1,0.88
5ef6601c-54e7-4982-bc99-8e8c088bbd0a,13,3,12,6.5,49.34,0.39,1,0.92
5b7594d1-4810-44d9-b197-747488747037,18,3,12,11.5,54.62,3.05,1,0.51
1ef7dd1f-6dd9-4549-a4d1-94ec2966dcf0,5,1,12,7.5,34.62,0.72,1,0.77
1c3af834-55f1-4eda-9aed-46632c7d51ad,3,3,12,7,48.12,1.96,1,0.95
9597d0f4-055c-49df-a4c0-35af3a7ffc49,14,26,11,34,43.51,3.24,1,0.93
5126e143-6a68-4eab-850f-a16ebe275def,15,15,12,22,50.71,2.58,1,0.83
81589258-13a3-457f-afdc-ab7200f25b40,20,17,12,8.5,40.4,2.48,1,0.72
0a2a2b2a-05e2-407e-ac1e-0b5913a8dde8,11,29,11,11.5,37.4,3.44,1,0.67
91360def-18d0-48e8-ac07-dbb51e130801,3,15,12,11,42.85,2.62,1,0.92
b04e6ed7-548c-4d6c-9166-7b850290d3b0,15,16,12,10.5,42.25,1.07,1,0.74
73dca4ad-b7cc-41c6-98ce-de7e84e59baf,16,18,12,29.5,28.58,2.2,1,0.44
dde0bcd3-5d33-4a15-addd-f76207d6006b,20,29,11,22.5,42.5,4.3,1,0.54
4913692a-a4e8-40c1-b53e-b7a75ccf6f1d,19,13,12,27.5,32.85,0.59,1,0.56
0b166e34-4cf7-49ba-a41e-7c5be7c007b6,12,14,12,12,27.93,5.56,1,0.81
8b467009-56ca-4827-b8df-44e4733f4719,2,3,12,8.5,46.78,2.08,1,0.96
430304dd-a8cb-41c8-9c86-1caea6890ba3,20,29,11,38.5,42.5,3.34,1,0.54
9359b116-d654-4fd5-b6a8-2d55a1a6444c,1,28,11,13.5,38.33,1.15,1,0.75
2d3a7245-6e8c-4d3e-8c26-16d47d23c4ca,0,17,12,38,40.93,3.04,1,0.9
9f3b03b5-cc5d-46e6-8ab0-397f22c4d993,11,3,12,16.5,47.87,1.13,1,0.93
837a94f6-b146-4103-a770-a9472af7ca51,12,15,12,26,47.21,0.53,1,0.88
4c903713-4040-47df-912d-d7dd79a992c2,7,3,12,10.5,47.27,3.18,1,0.95
19552c88-4eac-46da-9a2c-64482c83cb7d,3,15,12,19.5,42.85,2.12,1,0.92
8d822da5-c0fa-4699-a16b-fe27ea2d2377,23,14,12,8.5,41.43,1.4,1,0.79
8c5071c5-de61-4feb-b10d-d2652938e3ab,9,16,12,22.5,42.34,2.8,1,0.68
94a861b2-1e78-496f-8fda-50a986a78b09,3,16,12,36.5,40.68,3.04,1,0.7
b47d3d7c-1e2a-4af3-a263-abc42619b834,12,1,12,16,32.07,0.39,1,0.79
4073d9b9-ad06-4295-8bec-59f95a2c2e69,4,16,12,7,40.7,1.23,1,0.69
20b18bad-14c4-4acb-955b-816bead102c1,8,27,11,16.5,44.29,0.5,1,0.92
bfb66937-6103-4e34-825e-cae6c01f9319,1,29,11,5,38.42,1.07,1,0.72
0adbf041-74e5-4039-9672-ddd8101544a8,7,13,12,28.5,18.91,1.41,1,0.59
9965de81-a931-4b6a-ba78-12a04af4f2ba,2,2,12,7.5,36.5,1.57,1,0.82
d6e13e9a-dc78-45d9-8ea3-abca4358f0cb,12,26,11,12,41.3,3.07,1,0.93
2b839097-8946-457d-8bc7-97d51e227c1d,16,15,12,7,51.84,3.5,1,0.8
33212f1c-c69f-4833-b60c-c5f860b0b584,11,2,12,27.5,40.55,1.23,1,0.91
ccdb1291-d2a6-4065-b7fe-d4f708137a0c,13,17,12,21.5,35.19,2.61,1,0.89
5bc24341-db9c-409c-9af4-801b32ab1c53,0,28,11,45.5,39.13,3.43,1,0.73
7da70a6b-2b62-4f27-ae78-6f5952bb224a,4,3,12,20.5,47.71,2.62,1,0.94
71d56f7a-fa71-48d6-a450-1aa900568efc,8,15,12,10.5,46.81,2.86,1,0.89
4528dcc9-12ad-4233-aa65-5b989cc049ae,10,18,12,15,25.21,1.79,1,0.52
c9a145ef-8aad-4517-b780-bfece4665007,5,4,12,10.5,41.47,2.92,1,0.64
5e51c408-33af-4857-8b20-233f7aec1a00,4,27,11,16.5,43.38,1.99,1,0.89
bd06275c-e1c9-45ff-ab40-794ff933b8b3,22,14,12,27.5,41.94,1.25,1,0.71
87d64f98-a689-4788-a395-2239fb658b19,13,26,11,9.5,41.43,2.82,1,0.92
1e90552f-c6a2-4cb6-8bb9-0050b6b91a7c,9,28,11,9,34.26,1.73,1,0.79
2458710c-a069-490e-8f1a-f8423434803f,3,2,12,11,37.11,3.22,1,0.84
bff95452-fbee-49bb-803a-e306e9b1385d,17,28,11,9,40.77,2.1,1,0.63
23974bc9-a285-4664-a7b6-3fb20dec5c06,0,27,11,28.5,44.52,3.01,1,0.91
cb3b567f-8995-487e-8081-047753c89510,6,16,12,9.5,40.36,2.61,1,0.69
23a260f9-74ef-4deb-82c1-3743923e51ad,10,1,12,38.5,32.05,2.85,1.25,0.81
5c98777c-1c6c-4946-9366-54cdd888646c,0,3,12,38.5,48.45,3.23,1.5,0.95
266a1cb0-6a03-4858-8fb5-d871fd49d46a,21,27,11,13.5,42.23,4.46,1,0.7
d434051d-5c04-43ed-bf8c-df9fbab1386f,22,17,12,9,39.75,2.41,1,0.73
2e9054c6-d632-49c8-ae34-625ffc2168fe,3,2,12,7,37.11,0.99,1,0.84
2b6c591c-e63e-4a2f-894c-5b0cadc1f96b,12,13,12,13.5,20.01,1.08,1,0.65
8ccb547d-f8fd-42da-8124-89de24983734,16,2,12,7,46.52,1.39,1,0.94
77f66ef8-03de-4d5b-adb7-2a77f62eb04e,16,26,11,7,45.8,1.24,1,0.89
461fcd98-010e-4d88-894f-bce7b0e1fd20,11,2,12,10.5,40.55,3.16,1,0.91
42af58de-023f-41ef-8ea2-104a6c01d13b,1,18,12,16.5,37.45,1.11,1,0.69
9137217c-3145-4bfe-b31e-4e8fb602d6b3,4,14,12,7.5,31.1,1.64,1,0.71
3e48b78e-d567-4231-a16b-fbe18b94d5b1,11,28,11,15,35.54,1.56,1,0.73
a492c61d-9b26-4526-87bb-6463bdedfc50,23,1,12,22.5,37.05,2.32,1,0.74
ea19d827-9b33-4073-963e-e8800e44d87a,5,16,12,27,40.3,2.61,1,0.7
7ea2cae0-e3d6-441e-a7fc-58c48ddaef8a,10,17,12,16,35.45,1.04,1,0.94
bbff8692-206f-450e-baec-5fce62d53484,0,16,12,11,43.96,1.36,1,0.68
41c22f41-7d35-4a83-af81-af8f13b053cd,12,27,11,7.5,46.3,1.5,1,0.91
f5de4e68-ee0f-4eb2-8902-2f56fcdf6ca9,7,27,11,10.5,43.29,1.22,1,0.9
99ae39ee-3ca3-4c69-8da0-a7dede9395af,6,17,12,10.5,39.19,3.53,1,0.91
